sow_id,lactation_day,daily_feed_intake,daily_feed_intake_lbs,Parity,Room,Location,T'd Off Nbr Days,Farrowing,Schedule,Feed,lactationDate,temperature,dew_point,Hours_T2M_GT_24
183553,2,2.90,6.39,P1,Room 6,6-A10,19,5/31/2024,30 min,Lactation,6/2/2024,25.08,17.79,6
183553,3,3.17,6.98,P1,Room 6,6-A10,19,5/31/2024,30 min,Lactation,6/3/2024,28.42,22.85,9
183553,4,4.63,10.21,P1,Room 6,6-A10,19,5/31/2024,30 min,Lactation,6/4/2024,25.34,21.69,9
183553,5,3.71,8.1781,P1,Room 6,6-A10,19,5/31/2024,30 min,Lactation,6/5/2024,26.32,18.23,8
183553,6,5.46,12.04,P1,Room 6,6-A10,19,5/31/2024,30 min,Lactation,6/6/2024,24.71,17.52,5
183553,7,4.34,9.56,P1,Room 6,6-A10,19,5/31/2024,30 min,Lactation,6/7/2024,26.48,16.81,8
183553,8,5.48,12.08,P1,Room 6,6-A10,19,5/31/2024,30 min,Lactation,6/8/2024,26.47,19.02,8
183553,9,5.12,11.29,P1,Room 6,6-A10,19,5/31/2024,30 min,Lactation,6/9/2024,26.34,13.07,8
183553,10,7.43,16.39,P1,Room 6,6-A10,19,5/31/2024,30 min,Lactation,6/10/2024,22.31,12.06,0
183553,11,7.72,17.01,P1,Room 6,6-A10,19,5/31/2024,30 min,Lactation,6/11/2024,27.51,19.82,8
183553,12,8.48,18.7,P1,Room 6,6-A10,19,5/31/2024,30 min,Lactation,6/12/2024,30.9,22.31,11
183553,13,6.97,15.36,P1,Room 6,6-A10,19,5/31/2024,30 min,Lactation,6/13/2024,32.09,23.82,13
183553,14,7.06,15.57,P1,Room 6,6-A10,19,5/31/2024,30 min,Lactation,6/14/2024,28.4,16.98,11
183553,15,8.28,18.25,P1,Room 6,6-A10,19,5/31/2024,30 min,Lactation,6/15/2024,29.09,18.41,10
183553,16,8.15,17.97,P1,Room 6,6-A10,19,5/31/2024,30 min,Lactation,6/16/2024,31.36,22.33,15
183553,17,7.48,16.48,P1,Room 6,6-A10,19,5/31/2024,30 min,Lactation,6/17/2024,31.14,23.95,18
183553,18,8.09,17.84,P1,Room 6,6-A10,19,5/31/2024,30 min,Lactation,6/18/2024,31.94,22.8,16
183553,19,7.80,17.19,P1,Room 6,6-A10,19,5/31/2024,30 min,Lactation,6/19/2024,25.65,22.42,5
183553,20,7.02,15.48,P1,Room 6,6-A10,19,5/31/2024,30 min,Lactation,6/20/2024,30.43,23.2,14
153988,2,3.81,8.39,P3+,Room 6,6-A11,19,5/31/2024,30 min,Multiple,6/2/2024,25.08,17.79,6
153988,3,5.11,11.27,P3+,Room 6,6-A11,19,5/31/2024,30 min,Multiple,6/3/2024,28.42,22.85,9
153988,4,5.81,12.81,P3+,Room 6,6-A11,19,5/31/2024,30 min,Multiple,6/4/2024,25.34,21.69,9
153988,5,5.06,11.15,P3+,Room 6,6-A11,19,5/31/2024,30 min,Multiple,6/5/2024,26.32,18.23,8
153988,6,5.52,12.18,P3+,Room 6,6-A11,19,5/31/2024,30 min,Multiple,6/6/2024,24.71,17.52,5
153988,7,7.37,16.25,P3+,Room 6,6-A11,19,5/31/2024,30 min,Multiple,6/7/2024,26.48,16.81,8
153988,8,8.17,18.01,P3+,Room 6,6-A11,19,5/31/2024,30 min,Multiple,6/8/2024,26.47,19.02,8
153988,9,7.31,16.12,P3+,Room 6,6-A11,19,5/31/2024,30 min,Multiple,6/9/2024,26.34,13.07,8
153988,10,8.05,17.74,P3+,Room 6,6-A11,19,5/31/2024,30 min,Multiple,6/10/2024,22.31,12.06,0
153988,11,10.29,22.69,P3+,Room 6,6-A11,19,5/31/2024,30 min,Multiple,6/11/2024,27.51,19.82,8
153988,12,9.69,21.37,P3+,Room 6,6-A11,19,5/31/2024,30 min,Multiple,6/12/2024,30.9,22.31,11
153988,13,9.42,20.76,P3+,Room 6,6-A11,19,5/31/2024,30 min,Multiple,6/13/2024,32.09,23.82,13
153988,14,9.57,21.09,P3+,Room 6,6-A11,19,5/31/2024,30 min,Multiple,6/14/2024,28.4,16.98,11
153988,15,10.91,24.06,P3+,Room 6,6-A11,19,5/31/2024,30 min,Multiple,6/15/2024,29.09,18.41,10
153988,16,8.78,19.35,P3+,Room 6,6-A11,19,5/31/2024,30 min,Multiple,6/16/2024,31.36,22.33,15
153988,17,10.94,24.11,P3+,Room 6,6-A11,19,5/31/2024,30 min,Multiple,6/17/2024,31.14,23.95,18
153988,18,10.19,22.47,P3+,Room 6,6-A11,19,5/31/2024,30 min,Multiple,6/18/2024,31.94,22.8,16
153988,19,7.66,16.89,P3+,Room 6,6-A11,19,5/31/2024,30 min,Multiple,6/19/2024,25.65,22.42,5
153988,20,10.01,22.06,P3+,Room 6,6-A11,19,5/31/2024,30 min,Multiple,6/20/2024,30.43,23.2,14
152775,2,4.02,8.87,P3+,Room 6,6-A12,19,5/31/2024,30 min,Multiple,6/2/2024,25.08,17.79,6
152775,3,4.81,10.6,P3+,Room 6,6-A12,19,5/31/2024,30 min,Multiple,6/3/2024,28.42,22.85,9
152775,4,3.92,8.64,P3+,Room 6,6-A12,19,5/31/2024,30 min,Multiple,6/4/2024,25.34,21.69,9
152775,5,4.27,9.42,P3+,Room 6,6-A12,19,5/31/2024,30 min,Multiple,6/5/2024,26.32,18.23,8
152775,6,3.37,7.42,P3+,Room 6,6-A12,19,5/31/2024,30 min,Multiple,6/6/2024,24.71,17.52,5
152775,7,5.19,11.45,P3+,Room 6,6-A12,19,5/31/2024,30 min,Multiple,6/7/2024,26.48,16.81,8
152775,8,4.59,10.11,P3+,Room 6,6-A12,19,5/31/2024,30 min,Multiple,6/8/2024,26.47,19.02,8
152775,9,3.84,8.47,P3+,Room 6,6-A12,19,5/31/2024,30 min,Multiple,6/9/2024,26.34,13.07,8
152775,10,6.96,15.35,P3+,Room 6,6-A12,19,5/31/2024,30 min,Multiple,6/10/2024,22.31,12.06,0
152775,11,7.69,16.96,P3+,Room 6,6-A12,19,5/31/2024,30 min,Multiple,6/11/2024,27.51,19.82,8
152775,12,6.14,13.54,P3+,Room 6,6-A12,19,5/31/2024,30 min,Multiple,6/12/2024,30.9,22.31,11
152775,13,8.21,18.09,P3+,Room 6,6-A12,19,5/31/2024,30 min,Multiple,6/13/2024,32.09,23.82,13
152775,14,8.78,19.36,P3+,Room 6,6-A12,19,5/31/2024,30 min,Multiple,6/14/2024,28.4,16.98,11
152775,15,8.87,19.56,P3+,Room 6,6-A12,19,5/31/2024,30 min,Multiple,6/15/2024,29.09,18.41,10
152775,16,9.62,21.2,P3+,Room 6,6-A12,19,5/31/2024,30 min,Multiple,6/16/2024,31.36,22.33,15
152775,17,8.64,19.05,P3+,Room 6,6-A12,19,5/31/2024,30 min,Multiple,6/17/2024,31.14,23.95,18
152775,18,8.83,19.47,P3+,Room 6,6-A12,19,5/31/2024,30 min,Multiple,6/18/2024,31.94,22.8,16
152775,19,9.73,21.45,P3+,Room 6,6-A12,19,5/31/2024,30 min,Multiple,6/19/2024,25.65,22.42,5
152775,20,9.42,20.77,P3+,Room 6,6-A12,19,5/31/2024,30 min,Multiple,6/20/2024,30.43,23.2,14
163428,2,3.90,8.59,P2,Room 6,6-A13,20,5/30/2024,30 min,Lactation,6/1/2024,23.62,17.73,0
163428,3,4.40,9.69,P2,Room 6,6-A13,20,5/30/2024,30 min,Lactation,6/2/2024,25.08,17.79,6
163428,4,6.40,14.1,P2,Room 6,6-A13,20,5/30/2024,30 min,Lactation,6/3/2024,28.42,22.85,9
163428,5,5.54,12.21,P2,Room 6,6-A13,20,5/30/2024,30 min,Lactation,6/4/2024,25.34,21.69,9
163428,6,6.95,15.32,P2,Room 6,6-A13,20,5/30/2024,30 min,Lactation,6/5/2024,26.32,18.23,8
163428,7,7.47,16.47,P2,Room 6,6-A13,20,5/30/2024,30 min,Lactation,6/6/2024,24.71,17.52,5
163428,8,7.67,16.92,P2,Room 6,6-A13,20,5/30/2024,30 min,Lactation,6/7/2024,26.48,16.81,8
163428,9,8.81,19.42,P2,Room 6,6-A13,20,5/30/2024,30 min,Lactation,6/8/2024,26.47,19.02,8
163428,10,8.30,18.3,P2,Room 6,6-A13,20,5/30/2024,30 min,Lactation,6/9/2024,26.34,13.07,8
163428,11,7.66,16.89,P2,Room 6,6-A13,20,5/30/2024,30 min,Lactation,6/10/2024,22.31,12.06,0
163428,12,8.68,19.14,P2,Room 6,6-A13,20,5/30/2024,30 min,Lactation,6/11/2024,27.51,19.82,8
163428,13,8.97,19.77,P2,Room 6,6-A13,20,5/30/2024,30 min,Lactation,6/12/2024,30.9,22.31,11
163428,14,10.23,22.56,P2,Room 6,6-A13,20,5/30/2024,30 min,Lactation,6/13/2024,32.09,23.82,13
163428,15,7.37,16.24,P2,Room 6,6-A13,20,5/30/2024,30 min,Lactation,6/14/2024,28.4,16.98,11
163428,16,9.97,21.97,P2,Room 6,6-A13,20,5/30/2024,30 min,Lactation,6/15/2024,29.09,18.41,10
163428,17,9.81,21.63,P2,Room 6,6-A13,20,5/30/2024,30 min,Lactation,6/16/2024,31.36,22.33,15
163428,18,10.29,22.68,P2,Room 6,6-A13,20,5/30/2024,30 min,Lactation,6/17/2024,31.14,23.95,18
163428,19,10.32,22.75,P2,Room 6,6-A13,20,5/30/2024,30 min,Lactation,6/18/2024,31.94,22.8,16
163428,20,8.61,18.99,P2,Room 6,6-A13,20,5/30/2024,30 min,Lactation,6/19/2024,25.65,22.42,5
163428,21,8.54,18.82,P2,Room 6,6-A13,20,5/30/2024,30 min,Lactation,6/20/2024,30.43,23.2,14
149920,2,3.14,6.93,P3+,Room 6,6-A14,19,5/31/2024,30 min,Multiple,6/2/2024,25.08,17.79,6
149920,3,5.16,11.38,P3+,Room 6,6-A14,19,5/31/2024,30 min,Multiple,6/3/2024,28.42,22.85,9
149920,4,6.15,13.55,P3+,Room 6,6-A14,19,5/31/2024,30 min,Multiple,6/4/2024,25.34,21.69,9
149920,5,5.71,12.59,P3+,Room 6,6-A14,19,5/31/2024,30 min,Multiple,6/5/2024,26.32,18.23,8
149920,6,5.69,12.55,P3+,Room 6,6-A14,19,5/31/2024,30 min,Multiple,6/6/2024,24.71,17.52,5
149920,7,6.16,13.59,P3+,Room 6,6-A14,19,5/31/2024,30 min,Multiple,6/7/2024,26.48,16.81,8
149920,8,8.50,18.75,P3+,Room 6,6-A14,19,5/31/2024,30 min,Multiple,6/8/2024,26.47,19.02,8
149920,9,8.36,18.43,P3+,Room 6,6-A14,19,5/31/2024,30 min,Multiple,6/9/2024,26.34,13.07,8
149920,10,9.05,19.96,P3+,Room 6,6-A14,19,5/31/2024,30 min,Multiple,6/10/2024,22.31,12.06,0
149920,11,8.24,18.17,P3+,Room 6,6-A14,19,5/31/2024,30 min,Multiple,6/11/2024,27.51,19.82,8
149920,12,8.28,18.25,P3+,Room 6,6-A14,19,5/31/2024,30 min,Multiple,6/12/2024,30.9,22.31,11
149920,13,8.41,18.53,P3+,Room 6,6-A14,19,5/31/2024,30 min,Multiple,6/13/2024,32.09,23.82,13
149920,14,8.02,17.69,P3+,Room 6,6-A14,19,5/31/2024,30 min,Multiple,6/14/2024,28.4,16.98,11
149920,15,9.44,20.81,P3+,Room 6,6-A14,19,5/31/2024,30 min,Multiple,6/15/2024,29.09,18.41,10
149920,16,8.34,18.39,P3+,Room 6,6-A14,19,5/31/2024,30 min,Multiple,6/16/2024,31.36,22.33,15
149920,17,5.19,11.45,P3+,Room 6,6-A14,19,5/31/2024,30 min,Multiple,6/17/2024,31.14,23.95,18
149920,18,5.22,11.5,P3+,Room 6,6-A14,19,5/31/2024,30 min,Multiple,6/18/2024,31.94,22.8,16
149920,19,8.55,18.86,P3+,Room 6,6-A14,19,5/31/2024,30 min,Multiple,6/19/2024,25.65,22.42,5
149920,20,5.58,12.31,P3+,Room 6,6-A14,19,5/31/2024,30 min,Multiple,6/20/2024,30.43,23.2,14
153266,2,4.04,8.91,P3+,Room 6,6-A15,19,5/31/2024,30 min,Multiple,6/2/2024,25.08,17.79,6
153266,3,4.06,8.94,P3+,Room 6,6-A15,19,5/31/2024,30 min,Multiple,6/3/2024,28.42,22.85,9
153266,4,4.07,8.98,P3+,Room 6,6-A15,19,5/31/2024,30 min,Multiple,6/4/2024,25.34,21.69,9
153266,5,4.57,10.07,P3+,Room 6,6-A15,19,5/31/2024,30 min,Multiple,6/5/2024,26.32,18.23,8
153266,6,3.93,8.67,P3+,Room 6,6-A15,19,5/31/2024,30 min,Multiple,6/6/2024,24.71,17.52,5
153266,7,5.67,12.5,P3+,Room 6,6-A15,19,5/31/2024,30 min,Multiple,6/7/2024,26.48,16.81,8
153266,8,5.91,13.03,P3+,Room 6,6-A15,19,5/31/2024,30 min,Multiple,6/8/2024,26.47,19.02,8
153266,9,7.87,17.36,P3+,Room 6,6-A15,19,5/31/2024,30 min,Multiple,6/9/2024,26.34,13.07,8
153266,10,7.97,17.57,P3+,Room 6,6-A15,19,5/31/2024,30 min,Multiple,6/10/2024,22.31,12.06,0
153266,11,8.27,18.23,P3+,Room 6,6-A15,19,5/31/2024,30 min,Multiple,6/11/2024,27.51,19.82,8
153266,12,8.27,18.23,P3+,Room 6,6-A15,19,5/31/2024,30 min,Multiple,6/12/2024,30.9,22.31,11
153266,13,8.27,18.23,P3+,Room 6,6-A15,19,5/31/2024,30 min,Multiple,6/13/2024,32.09,23.82,13
153266,14,8.99,19.83,P3+,Room 6,6-A15,19,5/31/2024,30 min,Multiple,6/14/2024,28.4,16.98,11
153266,15,9.15,20.17,P3+,Room 6,6-A15,19,5/31/2024,30 min,Multiple,6/15/2024,29.09,18.41,10
153266,16,10.13,22.33,P3+,Room 6,6-A15,19,5/31/2024,30 min,Multiple,6/16/2024,31.36,22.33,15
153266,17,8.87,19.56,P3+,Room 6,6-A15,19,5/31/2024,30 min,Multiple,6/17/2024,31.14,23.95,18
153266,18,9.53,21.01,P3+,Room 6,6-A15,19,5/31/2024,30 min,Multiple,6/18/2024,31.94,22.8,16
153266,19,9.31,20.52,P3+,Room 6,6-A15,19,5/31/2024,30 min,Multiple,6/19/2024,25.65,22.42,5
153266,20,9.72,21.42,P3+,Room 6,6-A15,19,5/31/2024,30 min,Multiple,6/20/2024,30.43,23.2,14
149395,2,3.98,8.77,P3+,Room 6,6-A16,19,5/31/2024,30 min,Multiple,6/2/2024,25.08,17.79,6
149395,3,4.32,9.53,P3+,Room 6,6-A16,19,5/31/2024,30 min,Multiple,6/3/2024,28.42,22.85,9
149395,4,5.16,11.37,P3+,Room 6,6-A16,19,5/31/2024,30 min,Multiple,6/4/2024,25.34,21.69,9
149395,5,6.04,13.32,P3+,Room 6,6-A16,19,5/31/2024,30 min,Multiple,6/5/2024,26.32,18.23,8
149395,6,4.79,10.57,P3+,Room 6,6-A16,19,5/31/2024,30 min,Multiple,6/6/2024,24.71,17.52,5
149395,7,4.67,10.29,P3+,Room 6,6-A16,19,5/31/2024,30 min,Multiple,6/7/2024,26.48,16.81,8
149395,8,4.96,10.93,P3+,Room 6,6-A16,19,5/31/2024,30 min,Multiple,6/8/2024,26.47,19.02,8
149395,9,7.42,16.36,P3+,Room 6,6-A16,19,5/31/2024,30 min,Multiple,6/9/2024,26.34,13.07,8
149395,10,7.47,16.46,P3+,Room 6,6-A16,19,5/31/2024,30 min,Multiple,6/10/2024,22.31,12.06,0
149395,11,8.73,19.25,P3+,Room 6,6-A16,19,5/31/2024,30 min,Multiple,6/11/2024,27.51,19.82,8
149395,12,10.14,22.35,P3+,Room 6,6-A16,19,5/31/2024,30 min,Multiple,6/12/2024,30.9,22.31,11
149395,13,10.06,22.18,P3+,Room 6,6-A16,19,5/31/2024,30 min,Multiple,6/13/2024,32.09,23.82,13
149395,14,9.44,20.82,P3+,Room 6,6-A16,19,5/31/2024,30 min,Multiple,6/14/2024,28.4,16.98,11
149395,15,11.09,24.44,P3+,Room 6,6-A16,19,5/31/2024,30 min,Multiple,6/15/2024,29.09,18.41,10
149395,16,10.07,22.21,P3+,Room 6,6-A16,19,5/31/2024,30 min,Multiple,6/16/2024,31.36,22.33,15
149395,17,10.27,22.64,P3+,Room 6,6-A16,19,5/31/2024,30 min,Multiple,6/17/2024,31.14,23.95,18
149395,18,10.95,24.15,P3+,Room 6,6-A16,19,5/31/2024,30 min,Multiple,6/18/2024,31.94,22.8,16
149395,19,10.93,24.09,P3+,Room 6,6-A16,19,5/31/2024,30 min,Multiple,6/19/2024,25.65,22.42,5
149395,20,11.14,24.57,P3+,Room 6,6-A16,19,5/31/2024,30 min,Multiple,6/20/2024,30.43,23.2,14
182917,1,3.22,7.09,P1,Room 6,6-A17,19,6/1/2024,30 min,Lactation,6/2/2024,25.08,17.79,6
182917,2,3.70,8.15,P1,Room 6,6-A17,19,6/1/2024,30 min,Lactation,6/3/2024,28.42,22.85,9
182917,3,4.20,9.27,P1,Room 6,6-A17,19,6/1/2024,30 min,Lactation,6/4/2024,25.34,21.69,9
182917,4,4.84,10.67,P1,Room 6,6-A17,19,6/1/2024,30 min,Lactation,6/5/2024,26.32,18.23,8
182917,5,5.00,11.03,P1,Room 6,6-A17,19,6/1/2024,30 min,Lactation,6/6/2024,24.71,17.52,5
182917,6,5.62,12.38,P1,Room 6,6-A17,19,6/1/2024,30 min,Lactation,6/7/2024,26.48,16.81,8
182917,7,5.70,12.57,P1,Room 6,6-A17,19,6/1/2024,30 min,Lactation,6/8/2024,26.47,19.02,8
182917,8,6.81,15.01,P1,Room 6,6-A17,19,6/1/2024,30 min,Lactation,6/9/2024,26.34,13.07,8
182917,9,7.00,15.43,P1,Room 6,6-A17,19,6/1/2024,30 min,Lactation,6/10/2024,22.31,12.06,0
182917,10,6.16,13.58,P1,Room 6,6-A17,19,6/1/2024,30 min,Lactation,6/11/2024,27.51,19.82,8
182917,11,6.26,13.79,P1,Room 6,6-A17,19,6/1/2024,30 min,Lactation,6/12/2024,30.9,22.31,11
182917,12,7.56,16.66,P1,Room 6,6-A17,19,6/1/2024,30 min,Lactation,6/13/2024,32.09,23.82,13
182917,13,5.85,12.89,P1,Room 6,6-A17,19,6/1/2024,30 min,Lactation,6/14/2024,28.4,16.98,11
182917,14,8.43,18.59,P1,Room 6,6-A17,19,6/1/2024,30 min,Lactation,6/15/2024,29.09,18.41,10
182917,15,6.74,14.87,P1,Room 6,6-A17,19,6/1/2024,30 min,Lactation,6/16/2024,31.36,22.33,15
182917,16,7.60,16.76,P1,Room 6,6-A17,19,6/1/2024,30 min,Lactation,6/17/2024,31.14,23.95,18
182917,17,6.73,14.84,P1,Room 6,6-A17,19,6/1/2024,30 min,Lactation,6/18/2024,31.94,22.8,16
182917,18,7.40,16.31,P1,Room 6,6-A17,19,6/1/2024,30 min,Lactation,6/19/2024,25.65,22.42,5
182917,19,6.00,13.23,P1,Room 6,6-A17,19,6/1/2024,30 min,Lactation,6/20/2024,30.43,23.2,14
154609,1,2.49,5.49,P3+,Room 6,6-A2,22,5/29/2024,30 min,Multiple,5/30/2024,24.06,14.81,2
154609,2,2.84,6.26,P3+,Room 6,6-A2,22,5/29/2024,30 min,Multiple,5/31/2024,25.17,16.57,5
154609,3,3.28,7.24,P3+,Room 6,6-A2,22,5/29/2024,30 min,Multiple,6/1/2024,23.62,17.73,0
154609,4,3.27,7.2,P3+,Room 6,6-A2,22,5/29/2024,30 min,Multiple,6/2/2024,25.08,17.79,6
154609,5,4.50,9.91,P3+,Room 6,6-A2,22,5/29/2024,30 min,Multiple,6/3/2024,28.42,22.85,9
154609,6,5.44,12,P3+,Room 6,6-A2,22,5/29/2024,30 min,Multiple,6/4/2024,25.34,21.69,9
154609,7,4.09,9.01,P3+,Room 6,6-A2,22,5/29/2024,30 min,Multiple,6/5/2024,26.32,18.23,8
154609,8,5.84,12.87,P3+,Room 6,6-A2,22,5/29/2024,30 min,Multiple,6/6/2024,24.71,17.52,5
154609,9,7.37,16.24,P3+,Room 6,6-A2,22,5/29/2024,30 min,Multiple,6/7/2024,26.48,16.81,8
154609,10,7.14,15.75,P3+,Room 6,6-A2,22,5/29/2024,30 min,Multiple,6/8/2024,26.47,19.02,8
154609,11,8.69,19.16,P3+,Room 6,6-A2,22,5/29/2024,30 min,Multiple,6/9/2024,26.34,13.07,8
154609,12,7.91,17.44,P3+,Room 6,6-A2,22,5/29/2024,30 min,Multiple,6/10/2024,22.31,12.06,0
154609,13,8.91,19.65,P3+,Room 6,6-A2,22,5/29/2024,30 min,Multiple,6/11/2024,27.51,19.82,8
154609,14,7.66,16.88,P3+,Room 6,6-A2,22,5/29/2024,30 min,Multiple,6/12/2024,30.9,22.31,11
154609,15,8.97,19.77,P3+,Room 6,6-A2,22,5/29/2024,30 min,Multiple,6/13/2024,32.09,23.82,13
154609,16,8.83,19.47,P3+,Room 6,6-A2,22,5/29/2024,30 min,Multiple,6/14/2024,28.4,16.98,11
154609,17,9.21,20.3,P3+,Room 6,6-A2,22,5/29/2024,30 min,Multiple,6/15/2024,29.09,18.41,10
154609,18,9.62,21.21,P3+,Room 6,6-A2,22,5/29/2024,30 min,Multiple,6/16/2024,31.36,22.33,15
154609,19,8.82,19.44,P3+,Room 6,6-A2,22,5/29/2024,30 min,Multiple,6/17/2024,31.14,23.95,18
154609,20,8.97,19.78,P3+,Room 6,6-A2,22,5/29/2024,30 min,Multiple,6/18/2024,31.94,22.8,16
154609,21,8.20,18.07,P3+,Room 6,6-A2,22,5/29/2024,30 min,Multiple,6/19/2024,25.65,22.42,5
154609,22,10.83,23.88,P3+,Room 6,6-A2,22,5/29/2024,30 min,Multiple,6/20/2024,30.43,23.2,14
142875,2,3.08,6.8,P3+,Room 6,6-A3,20,5/30/2024,30 min,Multiple,6/1/2024,23.62,17.73,0
142875,3,4.35,9.59,P3+,Room 6,6-A3,20,5/30/2024,30 min,Multiple,6/2/2024,25.08,17.79,6
142875,4,3.68,8.11,P3+,Room 6,6-A3,20,5/30/2024,30 min,Multiple,6/3/2024,28.42,22.85,9
142875,5,5.51,12.15,P3+,Room 6,6-A3,20,5/30/2024,30 min,Multiple,6/4/2024,25.34,21.69,9
142875,6,6.19,13.65,P3+,Room 6,6-A3,20,5/30/2024,30 min,Multiple,6/5/2024,26.32,18.23,8
142875,7,6.63,14.62,P3+,Room 6,6-A3,20,5/30/2024,30 min,Multiple,6/6/2024,24.71,17.52,5
142875,8,7.06,15.56,P3+,Room 6,6-A3,20,5/30/2024,30 min,Multiple,6/7/2024,26.48,16.81,8
142875,9,8.79,19.38,P3+,Room 6,6-A3,20,5/30/2024,30 min,Multiple,6/8/2024,26.47,19.02,8
142875,10,9.14,20.16,P3+,Room 6,6-A3,20,5/30/2024,30 min,Multiple,6/9/2024,26.34,13.07,8
142875,11,9.46,20.85,P3+,Room 6,6-A3,20,5/30/2024,30 min,Multiple,6/10/2024,22.31,12.06,0
142875,12,9.75,21.5,P3+,Room 6,6-A3,20,5/30/2024,30 min,Multiple,6/11/2024,27.51,19.82,8
142875,13,10.27,22.65,P3+,Room 6,6-A3,20,5/30/2024,30 min,Multiple,6/12/2024,30.9,22.31,11
142875,14,11.27,24.85,P3+,Room 6,6-A3,20,5/30/2024,30 min,Multiple,6/13/2024,32.09,23.82,13
142875,15,11.42,25.17,P3+,Room 6,6-A3,20,5/30/2024,30 min,Multiple,6/14/2024,28.4,16.98,11
142875,16,11.40,25.14,P3+,Room 6,6-A3,20,5/30/2024,30 min,Multiple,6/15/2024,29.09,18.41,10
142875,17,10.36,22.84,P3+,Room 6,6-A3,20,5/30/2024,30 min,Multiple,6/16/2024,31.36,22.33,15
142875,18,11.72,25.84,P3+,Room 6,6-A3,20,5/30/2024,30 min,Multiple,6/17/2024,31.14,23.95,18
142875,19,8.74,19.27,P3+,Room 6,6-A3,20,5/30/2024,30 min,Multiple,6/18/2024,31.94,22.8,16
142875,20,10.84,23.9,P3+,Room 6,6-A3,20,5/30/2024,30 min,Multiple,6/19/2024,25.65,22.42,5
142875,21,8.90,19.63,P3+,Room 6,6-A3,20,5/30/2024,30 min,Multiple,6/20/2024,30.43,23.2,14
183075,2,4.58,10.09,P1,Room 6,6-A4,19,5/31/2024,30 min,Lactation,6/2/2024,25.08,17.79,6
183075,3,4.55,10.03,P1,Room 6,6-A4,19,5/31/2024,30 min,Lactation,6/3/2024,28.42,22.85,9
183075,4,3.99,8.8,P1,Room 6,6-A4,19,5/31/2024,30 min,Lactation,6/4/2024,25.34,21.69,9
183075,5,5.62,12.38,P1,Room 6,6-A4,19,5/31/2024,30 min,Lactation,6/5/2024,26.32,18.23,8
183075,6,6.21,13.7,P1,Room 6,6-A4,19,5/31/2024,30 min,Lactation,6/6/2024,24.71,17.52,5
183075,7,7.04,15.52,P1,Room 6,6-A4,19,5/31/2024,30 min,Lactation,6/7/2024,26.48,16.81,8
183075,8,6.68,14.72,P1,Room 6,6-A4,19,5/31/2024,30 min,Lactation,6/8/2024,26.47,19.02,8
183075,9,7.56,16.66,P1,Room 6,6-A4,19,5/31/2024,30 min,Lactation,6/9/2024,26.34,13.07,8
183075,10,7.44,16.41,P1,Room 6,6-A4,19,5/31/2024,30 min,Lactation,6/10/2024,22.31,12.06,0
183075,11,9.15,20.17,P1,Room 6,6-A4,19,5/31/2024,30 min,Lactation,6/11/2024,27.51,19.82,8
183075,12,9.16,20.2,P1,Room 6,6-A4,19,5/31/2024,30 min,Lactation,6/12/2024,30.9,22.31,11
183075,13,9.57,21.09,P1,Room 6,6-A4,19,5/31/2024,30 min,Lactation,6/13/2024,32.09,23.82,13
183075,14,7.49,16.51,P1,Room 6,6-A4,19,5/31/2024,30 min,Lactation,6/14/2024,28.4,16.98,11
183075,15,9.15,20.17,P1,Room 6,6-A4,19,5/31/2024,30 min,Lactation,6/15/2024,29.09,18.41,10
183075,16,9.92,21.87,P1,Room 6,6-A4,19,5/31/2024,30 min,Lactation,6/16/2024,31.36,22.33,15
183075,17,7.98,17.59,P1,Room 6,6-A4,19,5/31/2024,30 min,Lactation,6/17/2024,31.14,23.95,18
183075,18,8.22,18.12,P1,Room 6,6-A4,19,5/31/2024,30 min,Lactation,6/18/2024,31.94,22.8,16
183075,19,7.48,16.49,P1,Room 6,6-A4,19,5/31/2024,30 min,Lactation,6/19/2024,25.65,22.42,5
183075,20,8.94,19.7,P1,Room 6,6-A4,19,5/31/2024,30 min,Lactation,6/20/2024,30.43,23.2,14
154029,2,2.43,5.35,P3+,Room 6,6-A5,19,5/31/2024,30 min,Multiple,6/2/2024,25.08,17.79,6
154029,3,4.66,10.28,P3+,Room 6,6-A5,19,5/31/2024,30 min,Multiple,6/3/2024,28.42,22.85,9
154029,4,4.49,9.9,P3+,Room 6,6-A5,19,5/31/2024,30 min,Multiple,6/4/2024,25.34,21.69,9
154029,5,5.36,11.81,P3+,Room 6,6-A5,19,5/31/2024,30 min,Multiple,6/5/2024,26.32,18.23,8
154029,6,5.70,12.56,P3+,Room 6,6-A5,19,5/31/2024,30 min,Multiple,6/6/2024,24.71,17.52,5
154029,7,5.43,11.98,P3+,Room 6,6-A5,19,5/31/2024,30 min,Multiple,6/7/2024,26.48,16.81,8
154029,8,7.53,16.61,P3+,Room 6,6-A5,19,5/31/2024,30 min,Multiple,6/8/2024,26.47,19.02,8
154029,9,6.89,15.18,P3+,Room 6,6-A5,19,5/31/2024,30 min,Multiple,6/9/2024,26.34,13.07,8
154029,10,7.21,15.9,P3+,Room 6,6-A5,19,5/31/2024,30 min,Multiple,6/10/2024,22.31,12.06,0
154029,11,9.27,20.43,P3+,Room 6,6-A5,19,5/31/2024,30 min,Multiple,6/11/2024,27.51,19.82,8
154029,12,9.15,20.17,P3+,Room 6,6-A5,19,5/31/2024,30 min,Multiple,6/12/2024,30.9,22.31,11
